,name,featureType,plateId,points
10,Akitkan Fold Belt,UnclassifiedFeature,401,"{63.485473633,119.813903809},{64.020992839,122.276017628},{64.090698242,122.596496582},{64.34072394,123.833108548},{64.341910132,123.838930005},{64.359680176,124.30847168},{64.361083984,124.350097656},{64.211120605,124.843688965},{64.038696289,126.810119629},{63.811279297,127.892089844},{63.750933013,128.001718592},{63.737822023,128.025517828},{63.621887207,128.245117187},{63.475524902,126.504699707},{63.335510254,124.196899414},{62.667297363,122.033874512},{62.24810791,120.952270508},{61.824279785,119.909912109},{61.276306152,118.622314453},{60.719909668,117.387878418},{60.046081543,115.953491211},{59.893311,115.798061},{59.879905,115.539071},{59.888524,114.872554},{59.857869,114.605946},{59.756122,114.213654},{59.4755228894,113.4099463301},{59.4750762015,113.4086669014},{59.846130371,113.809082031},{60.228271484,114.458496094},{60.287382164,114.552166109},{60.288912973,114.554666311},{60.390998348,114.716448679},{60.630126953,115.09387207},{60.633148538,115.100086405},{61.176111218,116.216769056},{61.214111328,116.294921875},{61.234331613,116.306723327},{61.320157817,116.356815292},{61.321293271,116.357477993},{61.896484375,116.853088379},{62.789969213,118.07283772},{62.851796764,118.22572572},{62.979940014,118.546889883},{63.485473633,119.813903809}"
11,Lufillian Belt,ClosedContinentalBoundary,77012,"{-15.7714011665,26.1586581751},{-15.033508478,22.3161852041},{-14.6347276924,22.1383967446},{-14.2154240325,22.4162430398},{-13.044183429,22.7061275605},{-11.8590848819,23.4519840714},{-11.7250993055,23.7835989521},{-11.2931797633,24.3972982146},{-10.9884508305,25.1246028142},{-10.8397979848,25.4663483022},{-10.5593394508,26.1486664887},{-10.586780424,26.7872385893},{-10.8152775711,27.3503323793},{-10.9776804399,27.7112285152},{-11.3113750245,27.9038637869},{-11.8605961078,28.1194721772},{-12.4454053894,28.3884698837},{-12.8763597793,28.6406457863},{-12.9026114283,28.7971385399},{-13.294796706,29.053942579},{-13.6187582716,29.2140573299},{-13.8046827828,28.7723916619},{-13.9049326686,28.3995984391},{-13.9681524218,28.135426932},{-14.0594327002,27.9510384148},{-14.7932040591,28.0362119792},{-15.1292431078,28.046178474},{-15.1732797666,27.7000243309},{-15.2320241137,27.4380027046},{-15.7714011665,26.1586581751}"
12,Damara Belt,ClosedContinentalBoundary,77013,"{-15.033508478,22.3161852041},{-15.7714011665,26.1586581751},{-15.8070786956,25.9503844501},{-16.2574874272,25.1980569448},{-16.5878329728,24.8584958261},{-17.4048368294,24.3329241815},{-17.6904760077,24.2327716182},{-18.7474123305,23.4223779663},{-19.5963518009,22.7003431617},{-20.0262415443,22.2251178161},{-20.5090859242,21.7876090384},{-20.9641659962,20.8575859131},{-21.3038770349,20.1932757031},{-21.5525471453,19.5851639258},{-21.6128888319,19.2733985453},{-21.9749389511,18.7202664188},{-22.1961918017,18.5694122025},{-22.3772168613,18.2475898743},{-22.5682988686,18.136963449},{-22.9605198311,17.6542299567},{-23.1289869289,17.1940055909},{-23.3401299402,16.6787060244},{-23.2622282638,16.4172253828},{-23.4030255323,16.1255738979},{-24.1873430623,15.2360419035},{-24.704967029,14.7304557035},{-25.109435989,14.8291653901},{-25.280826502,14.853577546},{-25.287900458,14.835209536},{-25.330288079,14.809028499},{-25.286889893,14.799007028},{-25.152696393,14.625978112},{-24.794047137,13.626663666},{-24.6575,12.825800000000001},{-24.436,12.67},{-24.1941,12.5294},{-23.8275,12.4608},{-23.5131,12.42},{-23.1139,12.3152},{-22.9291,12.3686},{-22.7519,12.3607},{-22.538,12.2823},{-21.8605627217,14.0280750867},{-21.3316473626,14.4587633077},{-20.9614066113,14.5872141806},{-20.7645854243,14.6246061688},{-20.479557418,14.3234438289},{-20.5085495237,14.5632689248},{-20.2200502369,15.4218977544},{-20.1582289612,16.0126343891},{-20.017278055,16.3819027305},{-19.8376621644,16.6382822728},{-19.8376621644,16.6451513034},{-19.6507874406,17.0901890629},{-19.7050996129,17.3345085043},{-19.7597009917,17.5781392071},{-19.8265666073,18.2813910629},{-20.1415113272,18.8842265556},{-20.217160469,19.3487185953},{-20.3257390742,19.65651063},{-20.0412636748,20.691929267},{-19.8107655023,21.280108623},{-19.1255240461,21.8165174697},{-18.7729721657,21.4793481479},{-18.2398209526,21.4196208104},{-17.7353491819,21.0525511131},{-17.382006218,21.0757085581},{-16.9857869781,21.3652878784},{-16.4536233515,22.0050354721},{-15.033508478,22.3161852041}"
13,WES,UnclassifiedFeature,7752,"{11.5374051352,35.5015582164},{6.2601604587,35.1322963219},{6.6031807582,34.951113474},{7.2400660288,34.9981594552},{7.5196715157,35.0061549136},{8.0758377182,34.6700654559},{9.8881325006,34.0523652825},{9.9583927065,33.9269285747},{10.1949959652,33.7916826426},{10.6956037119,33.7644719524},{10.9564234871,33.8411137335},{11.2609944958,34.0695419901},{11.3561729361,34.450255751},{11.4894227524,34.6977196956},{11.6417082568,34.9071122641},{11.6607439448,35.1545762087},{11.5374051352,35.5015582164}"
14,WES,UnclassifiedFeature,77521,"{6.2601604587,35.1322963219},{11.5374051352,35.5015582164},{11.5677627173,35.7204287838},{11.9918366619,35.9022745685},{11.9850777231,36.0612619409},{11.9389842893,36.1519457987},{11.0689404025,36.5139114092},{10.6632603441,36.5966067007},{10.1246439094,36.9248951971},{10.0375802584,37.2553678732},{9.796355413,37.5721085907},{9.7279392886,37.7920210468},{9.5626234271,37.8173883555},{9.2490022592,37.7624654711},{8.1389736532,37.3527382833},{7.7563342774,36.8291369618},{6.2040331837,35.5150516496},{6.13842263,35.3794937324},{6.1748297539,35.2065082878},{6.2601604587,35.1322963219}"
15,Western WES,ClosedContinentalBoundary,7752,"{9.2312379498,30.0335282344},{11.0360414932,30.4659367377},{11.8623443793,30.5841630976},{12.8035246156,30.7797931907},{13.0216285334,31.0955866565},{13.0463926871,31.6737477637},{12.7767629131,33.2950777669},{12.6971968744,34.2736214892},{12.6733988526,34.6335375219},{12.790819258900001,34.8064614402},{13.0435805295,34.9505998753},{13.0333633349,35.107848232},{13.0424098424,35.636651026},{11.5374051352,35.5015582164},{11.6607439448,35.1545762087},{11.6417082568,34.9071122641},{11.4894227524,34.6977196956},{11.3561729361,34.450255751},{11.2609944958,34.0695419901},{10.9564234871,33.8411137335},{10.6956037119,33.7644719524},{10.1949959652,33.7916826426},{9.9583927065,33.9269285747},{9.8881325006,34.0523652825},{8.0758377182,34.6700654559},{7.5196715157,35.0061549136},{7.2400660288,34.9981594552},{6.6031807582,34.951113474},{6.2601604587,35.1322963219},{6.1748297539,35.2065082878},{5.218509685,35.802670068},{4.5578106426,34.0481857924},{5.0328286124,33.8647304616},{4.9846650063,32.9977855517},{5.3338511506,32.6124767029},{5.321810249,32.3596177708},{5.0328286124,32.3716586723},{4.831059643,32.3729467},{5.528685935,31.922012703},{6.443902906,31.221891433},{7.357458837,30.037537319},{7.7668332824,29.600863219},{9.2312379498,30.0335282344}"
16,Oubanguides inferred (northern Africa plate),ClosedContinentalBoundary,715,"{11.0360414932,30.4659367377},{9.2312379498,30.0335282344},{9.6253038179,29.4424294322},{9.822336752,28.6214588736},{9.8551755743,27.6581867515},{9.712554636,27.130374963},{10.458587851,26.268955922},{10.777770134,25.300240251},{10.777770134,24.654584646},{10.511811195,24.062921312},{10.2040720777,23.4673982698},{10.4615914784,23.2605473039},{10.2551055442,21.5828490886},{9.6614584834,19.6986649391},{9.2484866151,17.659616339},{8.8613254885,17.3240766959},{8.322669551,16.693258833},{8.376227324,16.101372105},{8.429768805,15.455677793},{8.590365641,14.648492154},{8.697397897,13.787537633},{8.9489437367,13.0142230462},{9.125187042,12.49591674},{9.552465883,11.903750169},{9.697337068,11.58223654},{10.0460742056,12.1297003473},{9.9295559455,12.2795023324},{9.7936246382,13.3093699105},{9.3252823314,15.5742153574},{9.8916621596,17.404836241799998},{10.2803066574,18.4782610493},{10.3807716635,19.2040364955},{10.542055096,20.2120579485},{11.0890162839,21.4048271447},{11.4746940392,22.6276684149},{11.7394092203,24.1026836179},{11.2386840871,26.8797896846},{10.864156775,28.5553382355},{10.6825384548,29.9197149337},{11.0360414932,30.4659367377}"
17,Murzuq Craton,ClosedContinentalBoundary,715,"{21.668557274,12.002336934},{22.420516736,11.571322163},{23.21809237,10.925047189},{24.3577001194,10.2308295021},{25.4029285053,9.6762185219},{26.2348449757,9.526900181},{26.8534495306,9.9108616289},{27.3653981277,10.5294661838},{27.8346843418,10.9347588233},{28.154652215,11.2973890796},{28.6026072376,12.6199229556},{28.6239384291,14.113106364},{28.2826393643,14.8383668767},{27.8773467249,15.5209650062},{27.3867293193,16.096907178},{26.9601054883,16.3528814766},{26.5121504658,16.6301869668},{26.170851401,16.7795053076},{25.5522468461,16.7581741161},{24.9123110996,16.5021998175},{24.4643560771,16.1395695611},{24.0164010546,15.4783026231},{23.5471148405,15.1583347499},{23.1418222011,15.0303476006},{22.6085424124,14.9450228344},{22.2459121561,14.7957044936},{21.9259442828,14.6890485358},{21.6273076011,14.539730195},{20.9447094716,14.5610613865},{20.3474361082,14.2837558964},{19.9848058519,14.0064504063},{20.027468235,13.451839426},{20.3687672998,12.790572488},{21.0300342378,12.2786238908},{21.668557274,12.002336934}"
18,Sahara (NW Africa Plate),Craton,77141,"{23.21809237,10.925047189},{22.420516736,11.571322163},{21.668557274,12.002336934},{20.507841384,12.326055081},{19.79689944,12.595626112},{18.673235796,13.457354834},{17.8512307,13.673186826},{16.455416613,14.588916701},{15.831725221,14.750795127},{14.892543865,14.751491915},{13.896670709,14.429399612},{12.579722792,13.73090418},{11.998051505,13.516108501},{11.043499998,13.086371174},{10.259231727,12.464324956},{10.0460742056,12.1297003473},{10.5018766855,11.5436967776},{11.3064750775,10.954168306},{12.1472031421,10.3381676578},{13.961798543,10.0124712325},{17.1125166863,8.9957638624},{17.1464203941,9.2073761999},{17.2217107959,9.4506221132},{17.2854180589,9.5317040844},{17.5518302498,9.5374956537},{17.766118316300002,9.3753317115},{18.1367787557,9.3637485728},{18.4089825159,9.3984979889},{18.9128490507,9.5548703618},{19.4630481405,9.6417439023},{20.0943292013,9.3695401421},{20.4649896407,9.11471109},{20.7719428171,8.7556337893},{20.9076709146,8.7593523094},{21.085257859,8.8853540403},{20.7535222628,8.9869057056},{20.7022216707,9.0997670082},{20.5996204865,9.2639289028},{20.6714413155,9.4280907975},{20.9484645127,9.4383509159},{21.1536668811,9.2126283107},{21.3691293678,9.1408074818},{21.594851973,9.2331485476},{21.717973394,9.2741890213},{22.0155168281,9.3254896133},{22.2309793149,9.1921080739},{22.2514995517,9.1041182999},{22.3643608543,8.9150848766},{22.3848810911,8.8330039293},{22.4772221569,8.8637842846},{22.6208638147,9.0176860608},{22.7439852357,9.0895068897},{22.9594477225,9.0279461792},{23.0928292619,8.9561253503},{23.2467310382,8.9048247582},{23.4006328144,8.945865231900001},{23.6058351828,8.9356051135},{23.7392167222,8.9048247582},{23.8931184985,8.7817033372},{24.0367601563,8.6688420346},{24.8190203511,8.7176987539},{25.4277398779,8.7711539447},{27.0261723702,9.4155006083},{25.630359854,9.416617673},{24.798749914,9.847709869},{23.912042874,10.494062263},{23.21809237,10.925047189}"
19,In Teidini,ClosedContinentalBoundary,77144,"{25.2360713167,4.3384071949},{25.3547834306,4.7030229733},{25.5922076585,4.8641322708},{26.3807952724,5.0845976252},{25.5658009979,5.0230755213},{25.2600061354,4.9402560794},{24.6993822208,4.8765488163},{24.3681044531,4.7172806588},{24.0559388643,4.615349038},{23.7246610966,4.5707539538},{23.4825734971,4.615349038},{23.291451708,4.5006759645},{22.9920275718,4.4879345119},{22.2211696892,4.4815637856},{21.7624773954,4.3095541754},{21.2830802412,4.0547251233},{20.7925343159,3.9973885866},{20.225539675,4.0292422181},{19.8346701335,3.8889970493},{19.9872999942,3.7363671886},{19.7668346398,3.3123953531},{20.0381766145,3.3293542266},{20.6656549309,3.4056691569},{21.2337771903,3.4735046506},{21.5729546587,3.4311074671},{21.7255845194,3.3547925366999998},{21.8866938169,3.3971897202},{22.3021862156,3.5837373277999998},{22.6583225574,3.7702849354},{23.0738149561,3.9229147961},{23.336677494,3.9992297265000003},{23.6758549624,4.0331474734},{23.9217586269,4.160339024},{24.210059475,4.2281745177},{24.4474837028,4.160339024},{24.7018668041,4.1942567708},{24.9223321585,4.3299277582},{25.2360713167,4.3384071949}"
20,Covered northwest Africa?,ClosedContinentalBoundary,77144,"{25.5658009979,5.0230755213},{26.3807952724,5.0845976252},{25.5922076585,4.8641322708},{25.3547834306,4.7030229733},{25.2360713167,4.3384071949},{25.1767152598,4.0331474734},{25.1004003294,3.9992297265000003},{25.1343180762,3.7957232455},{25.3971806142,3.7957232455},{25.5582899116,3.753326062},{25.6600431521,3.6515728215000003},{25.4650161078,3.5243812709},{25.5582899116,3.3420733816},{25.2615096268,3.2911967614},{24.9053732851,2.952019293},{24.8629761015,2.8587454892},{24.269415532,2.9011426728},{24.0319913041,3.01137535},{23.9721510883,2.9152909256},{24.1409956708,2.7502453768},{24.1792870385,2.6497305365},{24.4712587173,2.5109243286},{24.3898895609,2.4726329609},{24.1653275304,2.5653093544},{24.222137534,2.420883962},{24.1725619333,2.3248312357},{24.2035466837,2.1915968089},{24.3119933102,2.0459684819},{24.4359323119,1.9747035559000001},{24.5288865632,1.90963558},{24.6528255649,1.8383706540000002},{24.6714164152,1.7454164027},{24.513394188,1.7578103029},{24.3801597612,1.7856965783},{24.2376299092,1.7609087779},{24.1601680331,1.7020377521},{24.4997826415,1.2619158622},{25.0293230541,1.1195792932},{25.000117391,0.7997916778},{25.5624676849,0.7204538226},{26.0170456155,0.0386717579},{27.8198005957,-0.6107961339},{28.6325620785,-1.1843074481},{29.3529194177,-2.0396510793},{30.3757134085,-2.4785970906},{30.9986869759,-2.7240429180000003},{32.324008743,-2.10705908},{32.461631708,-1.143730116},{32.966228641,0.048969807000000004},{33.356147688,1.172850919},{34.067180746,2.571970897},{34.984641627,4.590369932},{35.558052603,6.047991064},{35.627613144,6.045735213},{35.622116794,6.132314966},{35.666641752,6.266059891},{35.798900693,6.416890897},{35.829204222,6.489610388},{35.781925589,6.589070169},{34.20037128,9.916176641},{33.96637602,9.893968913},{33.334209059,9.800021867},{33.246463926,9.786981964},{31.696680943,9.51926904},{30.586661699,9.466399374},{29.228098653,9.467521975},{28.518109084,9.360487458},{27.420055248,9.415185385000001},{27.0261723702,9.4155006083},{25.4277398779,8.7711539447},{24.8190203511,8.7176987539},{24.9197114007,8.5918349419},{25.0815363018,8.5378933082},{25.070747975,8.3005501199},{25.0096141235,8.2466084862},{25.0743440839,8.1531096545},{25.0815363018,8.1027641297},{25.2072280903,8.023019545},{25.1721890956,7.7917621802},{25.2002202914,7.5885360112},{25.1862046935,7.39932544},{25.3964386615,7.1400368795},{25.4384854551,7.0068886998},{25.5155712433,6.8316937265},{25.5436024391,6.7125611446},{25.7398208092,6.5794129649},{25.7328130103,6.4392569862},{26.0411561633,6.1379216321},{26.0341483644,5.5492665218},{26.1009420073,5.3734654679},{25.4320157456,5.0485584265},{25.5658009979,5.0230755213}"
21,Sao Francisco,ClosedContinentalBoundary,22054,"{-15.4425812009,-39.2587264798},{-14.9147378003,-40.1384654809},{-14.6966693452,-40.8977563809},{-15.0395553293,-41.7615132221},{-16.391433083,-42.3488622042},{-16.9420434022,-42.9957167679},{-17.8444443559,-43.4433980671},{-18.9272625208,-43.6108655912},{-20.2228721148,-43.7376885528},{-21.0289238581,-44.6911148118},{-21.3588259836,-45.1969647374},{-21.7003408411,-46.0818416271},{-20.8535395695,-46.8768441499},{-20.1794770162,-46.4279418694},{-19.5993479813,-46.4945797641},{-19.0185614767,-46.6278555536},{-18.2515560788,-46.9272049597},{-17.5594872598,-46.9410361},{-17.1010479819,-46.8541165791},{-16.1761688653,-45.7456997994},{-16.0936422311,-44.8172751644},{-14.6700577907,-43.4968490169},{-12.194258764,-42.9604258944},{-11.4721507146,-43.0842158457},{-10.8738326164,-42.7128459917},{-10.3580411525,-41.8050530153},{-9.8628813472,-41.5987364297},{-9.5493430481,-41.0309953052},{-9.1744408178,-40.8642501569},{-8.5746027727,-40.3163667434},{-8.7765092984,-39.781112007},{-9.874240267,-39.4015706352},{-10.0074700923,-39.0862190905},{-9.900943128,-38.8552243061},{-10.3697080926,-38.1196671043},{-11.1513495835,-37.2739752291},{-11.5439782857,-38.0915059955},{-11.8356512963,-38.7088896041},{-15.4425812009,-39.2587264798}"
22,Maroni-Itacaiunas Province,ClosedContinentalBoundary,201,"{2.332,-47.7366},{-5.328939951,-48.817890164},{-5.3192205095,-49.5019290977},{-4.6648691864,-51.4831594928},{-3.5197543709,-52.5919214571},{-1.5385239757,-53.7733891239},{0.35182429120000003,-54.9548567907},{0.715352804,-55.9545602011},{1.0788813169,-57.2269099961},{1.4605862554,-57.9176141706},{1.8241147683,-58.3720248117},{1.8604676195,-59.0627289861},{1.6423505118000001,-59.8988445657},{1.1879398707,-60.3532552068},{0.7435335264,-60.6090600859},{2.1511159282,-61.8846816375},{2.3057900478,-61.2802529146},{2.651142135,-60.444137335},{2.8874356684,-59.7352567349},{3.1237292018,-58.9536704322},{3.5781398427999997,-58.7900826014},{4.0870797608,-59.0081997092},{4.7050782327,-59.7170803093},{5.1594888738,-60.5713723145},{5.1776652994,-61.7891928326},{5.2867238533,-63.043366202},{5.3594295559,-63.7340703764},{5.0686067456,-64.8973616176},{4.8414491156,-65.4229656861},{5.1925821225,-65.6930834463},{6.0219675332,-66.3273635932},{6.4838305088,-66.7452396188},{7.0175064556,-66.5417023074},{7.1331746188,-65.9798855148},{7.7115154347,-65.9137894216},{7.5627992249,-65.3684966523},{7.6784673881,-64.823203883},{7.7941355513,-64.1952909971},{8.2402841807,-64.1126708806},{8.2898562507,-63.5178060413},{8.4716205071,-62.6916048757},{8.6699087868,-62.2124081997},{8.6203367169,-61.5844953138},{8.7990251061,-60.99277515},{10.3174,-60.1968},{9.5516,-59.3418},{9.2661,-59.1673},{8.8697,-58.7867},{8.6794,-58.4696},{8.4257,-58.1207},{8.2829,-57.7401},{8.0292,-57.3595},{7.9182,-57.169200000000004},{7.8548,-56.9155},{7.7121,-56.7887},{7.5852,-56.4081},{7.4901,-56.0592},{7.4583,-55.6945},{7.4583,-55.2504},{7.5852,-54.965},{7.8389,-54.854},{7.886025468,-54.846253718},{8.008039081,-54.826197643},{8.1878,-54.8064},{8.505,-54.6954},{9.155100000000001,-54.6954},{9.5357,-54.5368},{9.5357,-54.1404},{9.4564,-53.966},{9.0441,-53.6171},{8.9014,-53.4902},{8.7369,-53.2119},{8.6001,-52.9511},{8.4979,-52.494},{8.4016,-52.2601},{8.2937,-52.1551},{8.1143,-52.0088},{7.9914000000000005,-51.8614},{7.8942,-51.5996},{7.5092,-51.7502},{7.2344,-51.7702},{6.9127,-51.9122},{6.9058,-51.9195},{6.7093,-51.9734},{6.6098,-51.9399},{6.3651,-51.7106},{6.1421,-51.5239},{5.9201,-51.1591},{5.714,-50.7944},{5.557,-50.5509},{5.345,-50.2601},{4.9845,-50.0649},{4.974043545,-50.06121154},{4.7149,-49.9698},{4.4454,-49.9857},{4.0965,-49.9857},{3.8137,-49.832300000000004},{3.5754,-49.7982},{3.3882,-49.6961},{3.201,-49.4579},{3.0479,-49.3728},{2.9798,-49.1515},{2.8437,-48.5389},{2.843980505,-48.524213628},{2.7245,-48.3517},{2.478,-47.9181},{2.332,-47.7366}"
23,South America Craton,ClosedContinentalBoundary,201,"{-5.328939951,-48.817890164},{2.332,-47.7366},{1.1225,-46.8098},{0.6414000000000001,-46.1146},{-0.4273535516,-46.5694218661},{-0.7630437763,-46.7086575261},{-0.9723897956,-46.5948694582},{-2.069932746,-45.6300618193},{-2.9126579349,-44.7047165138},{-3.5570948441,-43.6802270685},{-3.4083786343,-43.1184102759},{-2.5821774687,-42.6061655532},{-2.2661,-42.7276},{-2.3062,-42.3214},{-2.3201,-41.8545},{-2.7477494961,-41.8049334994},{-3.1021899505,-41.7116596956},{-3.3820113619,-41.3105823393},{-3.6338506321,-40.909504983},{-3.998239416,-40.6790188962},{-4.698782249,-41.2322288999},{-6.6185864793,-42.6081117574},{-7.8140867166,-43.812938699},{-10.8217583102,-48.2325573951},{-11.2511856745,-48.679161854},{-11.5082767487,-48.9465365711},{-12.3595596124,-49.5781335345},{-13.3206854262,-50.1548090228},{-14.1551509507,-50.7465810883},{-15.514534894,-51.7343990598},{-17.4200994902,-53.119107893},{-17.769619257,-53.3039055165},{-18.0593721196,-53.5114887333},{-26.0751185266,-59.2505342925},{-25.685803496,-60.617314939},{-25.6547516433,-60.714676859},{-25.2821294114,-61.8830198989},{-22.9418371367,-60.4002193377},{-22.8170156024,-60.9743983953},{-21.9183005557,-61.9480063625},{-21.1194427364,-62.721899874900004},{-20.969656895299998,-63.3210432394},{-21.1693713501,-63.9201866039},{-22.0181577831,-65.2682591739},{-23.2913374326,-66.1420099137},{-23.781853943,-66.4686406752},{-22.966861873,-68.618215106},{-16.2933289043,-66.5312863977},{-16.647536019,-66.177079283},{-16.8085392529,-65.565266994},{-17.0339437804,-64.7924514711},{-17.549154129,-64.0196359481},{-17.9033612437,-62.9892152509},{-18.4094694104,-62.242067459},{-19.635490727,-59.095916211},{-19.387317657,-57.822498321},{-18.392014993,-57.744494109},{-17.717290871,-57.744494109},{-17.042566749,-57.93727243},{-16.464231787,-57.840883269},{-15.934091406,-57.648104949},{-15.572316173,-57.378768227},{-15.2183756,-56.893314818},{-14.505318303,-56.154484366},{-14.091212866,-54.848309853},{-13.9725412042,-54.1141810845},{-13.8393114015,-53.0563584833},{-13.31570452,-52.62887258},{-13.161670589,-51.192589619},{-12.985285253,-50.816039636},{-12.120015486,-50.493684233},{-11.69586364,-50.476718159},{-11.33957609,-50.39188779},{-10.4460949413,-50.2328888141},{-9.863527665,-50.188294904},{-9.371511523,-50.188294904},{-8.591072126,-50.137396682},{-7.8935188644,-50.018634165},{-7.471311252,-49.713244836},{-6.962329037,-49.50965195},{-6.43265068,-49.13224719},{-5.9864162624,-48.794095554},{-5.328939951,-48.817890164}"
