,"name","boundaryType","validTime","leftPlateId","rightPlateId","reconstructionPlateId","points"
54,"peri-Laurentian subduction zone","SubductionZone","{'beginMa': 490.0, 'endMa': 470.1}",,,173,"{51.0504027739,-37.2480666391},{56.4778616685,-31.3894430413},{60.1533709516,-31.5892438676},{63.2201091989,-30.1234372378},{65.0666761781,-25.7597508482},{67.2216015601,-18.0770268032},{68.7882614223,-8.7768441601},{69.2938540285,0.31999962660000003},{68.618957753,11.8364917512},{59.8047503199,29.3430556777},{53.8793405518,36.9165900415}"
55,"Laurentian subduction zone","SubductionZone","{'beginMa': 450.0, 'endMa': 440.1}",,,101,"{68.8294033557,93.3654199298},{74.4862057203,88.8921039383},{82.7084473329,74.7245765372},{85.1535379217,27.8650325359},{81.9219847376,-2.9761988016},{79.5109080711,-6.9638146782},{77.1048566087,-11.4315501605},{74.791830297,-15.8887130075},{73.1566565101,-19.7367445896},{70.9405595285,-24.183430297},{69.2807777832,-28.5164309933},{67.0111474138,-31.0264785227},{64.6140689625,-33.1487727419},{60.9578549554,-34.1158529711},{58.3086188271,-32.4139901637},{56.719187653,-33.4665900558},{55.3733078747,-37.0272596937},{53.1749561802,-40.0234097917},{51.4790808862,-43.1800766563},{51.2578133343,-45.7952832716},{50.3402590402,-51.1760324904},{49.5690120046,-54.6080989449},{47.8619040535,-58.0473024919},{47.2317927348,-61.9064460782},{46.0186869942,-64.6567436083},{44.6180966661,-67.3056126514},{42.8634829377,-70.4512548374},{41.5056454992,-72.3346415166},{40.1381254084,-74.5714582634},{39.1522289877,-76.1572964535},{37.9283715494,-77.5856546681}"
56,"Laurentian subduction zone","SubductionZone","{'beginMa': 440.0, 'endMa': 430.1}",,,311,"{73.6652491358,169.1170506606},{78.61724044,174.8842002868},{81.6403085355,-179.4810806447},{83.8019180533,-175.2460635645},{85.9861377678,-166.0142098323},{89.5193935616,173.4027896788},{87.725642829,48.8543303257},{85.2105529593,43.5834805356},{83.4040068294,40.7760347512},{80.5472932405,34.3580448026},{78.4865822959,29.2503139134},{76.3699411089,24.7663330936},{74.2848496463,20.2481589798},{73.3703096669,18.8022080135},{72.7493943301,17.5464442725},{71.251128765,13.7024356738},{69.3695311113,13.3359354103},{68.1654867367,8.8554626363}"
57,"peri-Laurentian subduction zone","SubductionZone","{'beginMa': 470.0, 'endMa': 465.1}",,,173,"{56.5768708812,-38.4595128686},{59.7631363991,-35.5307691472},{62.6846732265,-31.1058458561},{65.0666761781,-25.7597508482},{67.2216015601,-18.0770268032},{68.7882614223,-8.7768441601},{69.2938540285,0.31999962660000003},{69.7667049718,12.9581988316},{68.2664918409,29.0471363556},{62.1910578413,45.7096102633}"
58,"East Avalonia subduction zone (Tornquist subduction)","SubductionZone","{'beginMa': 455.0, 'endMa': 450.1}",,,315,"{55.044833163,-14.5647552577},{55.3533789354,-12.4589331536},{56.025261126,-8.5134656403},{56.3502640606,-4.8071959344},{56.6747158725,-0.8543834209000001},{56.4782355154,4.8606132656},{55.9120936369,11.1340298125},{55.3618695455,14.7337284728},{54.2509564446,16.9644573088},{52.6073115147,18.9291063565},{51.0730742912,20.488856458},{50.6653166465,20.7248599271},{49.9719776927,21.8176383256}"
59,"subduction zone outboard Cuyania","SubductionZone","{'beginMa': 500.0, 'endMa': 480.1}",,,22601,"{-63.6625372258,-54.7904973964},{-56.4128466915,-53.7301781756},{-49.8068458064,-54.4690830904},{-43.2711235197,-56.299282592},{-37.2991151366,-58.5756798107},{-31.3026445715,-60.3735011344},{-26.1662592916,-62.2836579561},{-23.8766077238,-63.5151157862},{-19.5786873936,-65.004337006},{-16.8382007329,-66.4459003821},{-11.8092704782,-67.5176612585},{-7.30950141,-68.281292501}"
60,"Early Famatinian subduction zone?","SubductionZone","{'beginMa': 500.0, 'endMa': 490.1}",,,701,"{-39.4349311607,24.964970235},{-41.4740080294,17.5247611076},{-41.5991327666,14.6917969996},{-42.1283063807,11.8895143762},{-42.6120067317,8.1976140062},{-41.7640485271,5.0888986265},{-40.080750452,3.2292102578},{-37.6786281944,1.014189856},{-34.9053823638,-1.2516633703},{-32.0951704811,-3.9014357987},{-30.0933083123,-5.9438431238},{-28.9229124231,-9.6011502989},{-28.3144174208,-13.5662807963},{-27.1449495812,-17.9549907218},{-25.6253030871,-21.354316962},{-24.2888182603,-24.2287501763},{-22.7520227648,-26.9174197215},{-20.7076014366,-29.9402746459}"
61,"subduction zone outboard Cuyania","SubductionZone","{'beginMa': 480.0, 'endMa': 470.1}",,,22601,"{-44.8537280458,-89.8575320466},{-47.0369061721,-85.3848675687},{-47.0163826428,-69.9906984718},{-45.4131008921,-63.7093490117},{-44.2169852381,-59.3051691858},{-41.2060848149,-57.1348890718},{-37.2991151366,-58.5756798107},{-31.3026445715,-60.3735011344},{-28.7385283441,-60.9673697509},{-26.3806871815,-61.0295962045},{-23.2979134753,-61.0652308318},{-21.3739279417,-60.3882197878},{-19.6081974328,-59.5068339336}"
62,"Laurentian subduction zone","SubductionZone","{'beginMa': 460.0, 'endMa': 450.1}",,,101,"{83.1265669055,111.447540681},{82.7259566105,42.448234143},{80.3341361262,12.5726484217},{76.7619288205,-11.7666397154},{74.0506495399,-16.3475476819},{71.6405974872,-22.9011570495},{69.211976444,-28.2745799301},{66.6485250519,-31.5603545828},{64.0761108688,-33.6852695441},{62.266079383,-33.1059054608},{59.1003713434,-31.7851951853},{56.5002311253,-32.9364855197},{53.655684465,-37.9007851426},{51.8316427011,-42.3116622217},{51.4191032262,-48.1424466026},{50.2173867741,-51.747830579},{49.5297770474,-53.9764372522},{49.0334670387,-56.3054808972},{48.2348206468,-57.1177957239},{47.6666152662,-58.8248743851},{47.5526021052,-60.2034705145},{46.3471386416,-64.2056288832},{44.7881697276,-67.126189936},{42.8755506934,-70.4085464916},{40.6439391887,-72.7840316563},{39.1801615128,-76.1393581236},{37.0448645979,-78.7076531628},{35.0631317035,-81.1680829133},{33.4057888977,-83.31750245960001},{31.7921610404,-86.0642785505},{29.8017692054,-86.7954726167},{26.9754367537,-89.2948997726}"
63,"Ganderia subduction zone","SubductionZone","{'beginMa': 440.0, 'endMa': 435.1}",,,184,"{40.1292615708,-73.3270911802},{41.3842399591,-70.3173621725},{42.9402711413,-67.2976271651},{44.1263034045,-63.6522476307},{44.206269327,-60.9490383399}"
64,"Avalonia subduction zone","SubductionZone","{'beginMa': 440.0, 'endMa': 435.1}",,,108,"{40.9426735096,-76.316358431},{40.3479302827,-74.6364625728},{40.4631046668,-71.5387432276},{41.5974955136,-66.8551008917},{43.3246469904,-62.9454662805},{44.5782838193,-58.7720794454},{45.7347759975,-53.8506544284},{46.6954454738,-51.3737988606}"
65,"Avalonia subduction zone","SubductionZone","{'beginMa': 435.0, 'endMa': 430.1}",,,108,"{42.0199737795,-78.2259599517},{41.1639946217,-75.7958159301},{40.719968086,-74.4351603481},{40.4631046668,-71.5387432276},{41.5974955136,-66.8551008917},{43.3246469904,-62.9454662805},{44.5782838193,-58.7720794454},{45.7347759975,-53.8506544284},{46.6954454738,-51.3737988606}"
66,"Baltica subduction zone","SubductionZone","{'beginMa': 440.0, 'endMa': 430.1}",,,302,"{48.7228892524,2.3989317526000002},{47.6789253558,4.4539975416},{47.5751517364,4.8880320036},{47.6641463534,7.6994103148},{47.8466004502,10.3718825044},{47.9471058893,12.695896769400001},{48.0870123812,16.0820441345},{47.8916746593,18.9793195362},{47.1547777979,21.4518452205},{45.4186146646,22.8773785555},{44.601232832,24.1217319777}"
67,"West-East Avalonia subduction","SubductionZone","{'beginMa': 435.0, 'endMa': 430.1}",,,315,"{47.9095759317,-5.3527504279},{47.71008813,-3.1730998328},{47.746824136,1.0241626271},{47.6136544323,4.7483881979},{47.7470784839,8.7040774041},{47.9562995039,12.4167088806}"
68,"Laurussia subduction","SubductionZone","{'beginMa': 430.0, 'endMa': 420.1}",,,302,"{47.0448119668,-17.8175566519},{50.1908541625,-12.408383413},{50.19191299,-11.3691317053},{49.7320950732,-8.729666935000001},{49.1149551737,-5.4693527153},{48.4949698285,-3.0175764878},{47.9071313085,-0.24998111990000002},{47.8093147197,2.4404585644},{47.7877145333,6.2942182273},{47.8815559865,11.5334318576},{48.0280535329,16.5933413007},{47.2964910375,20.2142402252},{45.7597464195,23.0989726816},{44.4782265218,25.5446502754},{43.4334705537,27.5344318309},{42.9120378543,30.459751353},{43.1605834873,34.6411517214},{44.0513594268,38.5649139061},{44.1979749724,43.0707466289},{43.0811479546,53.475805484},{41.7489199311,58.460651225},{39.3351463873,65.049557376}"
69,"Avalonia subduction zone","SubductionZone","{'beginMa': 430.0, 'endMa': 420.1}",,,108,"{41.0867288432,-77.8432481132},{41.2779811295,-76.6298539118},{40.719968086,-74.4351603481},{40.4631046668,-71.5387432276},{41.5974955136,-66.8551008917},{43.3246469904,-62.9454662805},{44.5782838193,-58.7720794454},{45.7347759975,-53.8506544284},{47.0246505679,-51.4676630141},{49.0458833618,-49.6315480634},{50.2614230659,-48.4245941007}"
70,"Laurussia subduction","SubductionZone","{'beginMa': 420.0, 'endMa': 410.1}",,,101,"{48.5050044567,-44.7628929161},{47.988475651,-41.0454343313},{47.7756886577,-37.8571375133},{48.2198953173,-33.8080112963},{48.5280766898,-30.0892736631},{49.2276063226,-25.2741664898},{49.8723791661,-20.6776585754},{49.3481332251,-17.0581838689},{47.6842689762,-13.0125682414},{46.2772432057,-9.1257770731},{46.019711148,-5.9307035141},{46.6699694421,-1.5905596831},{47.9055060168,2.3798339148},{48.4554054752,7.2960209218},{48.4056538097,13.2150770594},{48.050916797,18.6242656269},{47.8074622674,23.0138258043},{48.2633484918,25.9679983242}"
71,"Gondwana subduction zone","SubductionZone","{'beginMa': 420.0, 'endMa': 410.1}",,,701,"{-37.3855855039,40.5439955299},{-41.2359335979,30.7610395701},{-43.2063217051,24.7821176674},{-43.525117442,17.8676847204},{-43.7083385424,11.274821813700001},{-43.2250606376,6.0359616614},{-40.7565967868,1.3784024444},{-37.065794418,-2.2553467665999998},{-32.4962322639,-6.5566589661},{-29.702557341,-10.1197962276},{-27.3024207396,-16.4687771032},{-25.9607353393,-22.3559908229},{-23.9029812656,-28.690258334},{-21.1854053706,-31.1753662992},{-13.2160017854,-30.9795737072},{-5.7411099221,-30.4827172269},{-0.5662464674000001,-30.361316979},{3.8322671669,-29.4336774955},{8.1173952871,-27.0362036864},{13.4513226256,-24.9351785835}"
72,"Baltica subduction zone","SubductionZone","{'beginMa': 445.0, 'endMa': 440.1}",,,315,"{51.0377224832,16.6450214021},{48.6540101168,19.3206467473},{45.8986890788,20.279659722},{42.5336515709,20.0026898294},{39.6133025133,19.8019036781}"
73,"SZ along eastern Gondwanaland","SubductionZone","{'beginMa': 450.0, 'endMa': 440.1}",,,801,"{3.4746674272,132.3937557048},{-3.2735824565,142.8818790396},{-8.2223622367,147.8860564238},{-14.9647870689,151.6805624598},{-19.8863548853,151.2899352564},{-24.482271412,149.8813898694},{-29.0293547247,150.039293815},{-31.4280496512,149.5710471866}"
74,"New Zealand SZ (SE eastern Gondwanaland)","SubductionZone","{'beginMa': 490.0, 'endMa': 410.1}",,,801,"{-69.7412232368,142.8835709638},{-68.7144405793,142.6092182889},{-66.2039711693,139.2760363461},{-62.5566528431,141.5857665923},{-58.0994880842,142.2671399991},{-53.9468447017,144.2152072123},{-49.4176897799,147.8926606207},{-42.9583444925,150.4136064852},{-37.0924198306,151.5471315051},{-34.1438274589,152.4998541117},{-33.2225552986,152.2863527349},{-27.4260669042,150.0757220426},{-19.889964764,148.2967818857}"
75,"West Gondwana (Panthalassa) subduction zone","SubductionZone","{'beginMa': 500.0, 'endMa': 410.1}",,,701,"{-38.1847401437,17.5552567647},{-39.3124632679,22.5946496431},{-40.6265400003,29.4544376411},{-38.8579912907,40.0698478597},{-41.7960401039,45.6112411352}"
76,"ocean-ocean convergence","SubductionZone","{'beginMa': 500.0, 'endMa': 475.1}",,,701,"{55.6661700998,-5.0960141638},{57.6369474327,4.0097262045},{59.6578233495,8.7438024847},{62.5379003068,12.4920580986},{65.0382125349,14.7034424994},{68.416960883,16.2614453497},{71.7150339606,15.6810608779},{76.0001858513,9.1739780143},{78.2970036666,-7.7379688057}"
77,"Pampean Belt","SubductionZone","{'beginMa': 520.0, 'endMa': 510.1}",,,201,"{33.2874502783,-68.8783883955},{31.3304298751,-67.9955847637},{23.6746481023,-67.2829085921},{19.6408400127,-67.9874613107},{14.0486340424,-69.4318227074},{12.2498604465,-71.2415492381},{8.894163802,-73.876248623},{4.2713016811,-76.1241531005},{0.9410195562,-77.9252890703},{0.0512868945,-78.2084321551},{-0.8889412594,-78.2387023134},{-4.1661181375,-78.0080936735},{-8.5491740897,-76.1323939957},{-15.4493432321,-69.3411016047},{-18.2803872905,-66.292788103},{-19.7917853989,-64.6504815748}"
78,"Saldania Belt","SubductionZone","{'beginMa': 540.0, 'endMa': 500.1}",,,22041,"{-19.4115538153,-58.4911527615},{-23.9768821375,-60.8979432522},{-29.4151585508,-63.7420150526},{-34.0599711988,-63.6979093167},{-35.5125462728,-63.7750173795},{-37.3851062391,-63.2919624531},{-39.4619577327,-61.4073507168},{-39.9347537954,-60.4990646517},{-39.9688420042,-59.1886927433},{-39.6335517856,-55.4152401223},{-41.5857431984,-51.0689992479},{-42.2942462902,-49.4411170126}"
79,"Ross Orogen","SubductionZone","{'beginMa': 585.0, 'endMa': 540.1}",,,8013,"{-14.3790595726,161.9349517026},{-21.4534560531,161.6497808418},{-28.8309260177,158.00226262},{-34.4694412294,153.9094763236},{-36.8831029137,153.409512019},{-40.0765629806,151.5156474207},{-42.3458636795,149.9468476224},{-45.3533318867,149.0870040113},{-47.6524746758,149.4526194534},{-50.01169682,149.5833959504},{-51.4010969591,147.7377570591},{-55.1971374197,138.3122419341},{-57.5621743943,132.0749296809},{-62.8846726542,120.8268767814}"
80,"Pampean Belt (RDLP-Pampean SZ)","SubductionZone","{'beginMa': 555.0, 'endMa': 540.1}",,,22041,"{-39.4280977698,-51.5673015646},{-39.5089660596,-55.3966997827},{-39.809996453,-57.8949940992},{-39.8685290757,-60.0409868811},{-39.1384553589,-61.3023409029},{-38.1342343503,-63.019681303},{-36.3106665423,-64.0084882182},{-34.6722620414,-63.8028767901},{-33.5937293821,-63.7434793931},{-32.3291826622,-63.5795064853},{-31.1829818367,-63.5048655418},{-30.2431053837,-63.518071009}"
81,"Cadomia Terranes","SubductionZone","{'beginMa': 600.0, 'endMa': 590.1}",,,714,"{-10.3114030058,-49.0211337877},{-3.4917945901,-41.2752320785},{4.2303449809,-33.9295137553},{11.2227875522,-31.5591462501},{14.8980910184,-31.1468169567},{19.2311171896,-30.1307476853},{27.6054824449,-28.3317498185},{32.5600302229,-26.7914593435},{38.5348961652,-24.0864832177},{42.5506115495,-17.7824560302},{47.1366167513,-10.0359458031},{52.7241957812,-3.4344861859},{55.1142975366,9.9273230264},{55.8830158869,18.3711939225},{59.4099272961,43.8271599064},{60.3456726025,78.9341245468}"
82,"East African orogen","SubductionZone","{'beginMa': 580.0, 'endMa': 550.1}",,,5031,"{39.9501248473,29.9142528632},{36.100138641,33.3679170868},{30.9642806316,40.1009084867},{29.3274062663,41.6035431364},{26.5494779372,44.2601074589},{23.7391424579,45.5869155468},{21.6348990797,47.0854925354},{16.3998855632,47.6798788261},{15.725613235600001,47.8139146074},{15.2493041644,48.2517831587},{15.1295727861,49.2662804356},{14.9060246846,50.1118421026},{14.7304892607,50.3899524174},{14.3083843609,50.5305019444},{12.7045234253,50.2581883143},{10.9944286892,50.4594684481},{9.0357693048,51.2334804492},{6.5337932045,51.0683791567},{3.8123977906,51.422642434},{2.8425597811000003,50.7866655497},{1.8022602009000002,50.270078345499996},{1.5330318023,50.2389734995},{1.1401309469,50.1747573875},{-0.057207115700000005,50.4776030318},{-0.4415201134,50.5850057808},{-1.7573923956000002,49.9898001489},{-2.1023327918,49.844562845},{-2.4326501607,49.8530309303},{-3.1646419593,50.0558042351},{-4.5406503573,50.9345503579},{-5.3163952806,51.4398779046},{-5.9917916733,52.3507801601},{-6.2975440069,53.1006864846},{-6.3900648383,53.2333866875},{-6.6951706767,53.2693220943},{-8.4971293836,52.7838232078},{-10.6469592044,51.3749906901},{-11.705005592700001,51.2063147203},{-13.4699228825,52.1033649989},{-15.9412445177,53.4682242751},{-17.5707918416,54.7729216365},{-18.1305356548,55.7609227087}"
83,"Gariep Belt","SubductionZone","{'beginMa': 540.0, 'endMa': 520.1}",,,77030,"{-34.9038203302,20.2595805647},{-32.226418767,16.0255763608},{-31.6904682191,14.7310017116},{-30.9471507612,13.6122743776},{-29.3465934945,13.1928450428},{-27.6886601935,13.1689085382},{-26.4632632238,12.5972831268},{-25.2171742782,12.1639636647},{-23.9509673895,11.8641304356},{-23.0166886871,11.6322025531},{-22.0255623431,11.7654104469},{-21.0708873468,11.6594841578},{-20.7416163472,10.8257389209},{-21.8899372819,8.3611885571}"
84,"Maud Land - Coats Block Collision","SubductionZone","{'beginMa': 600.0, 'endMa': 560.1}",,,8026,"{-73.6874106137,9.700104122900001},{-78.0744527008,12.615388405400001},{-79.6524783651,6.7078999347},{-80.9808748094,-10.3993132573},{-80.6724342386,-23.7911747997},{-79.6550479582,-29.714825574},{-78.1444439233,-36.2673340725},{-77.0497651229,-35.2686726382},{-74.6478903483,-29.0396793078},{-73.1192563305,-25.7085000868},{-71.1223013277,-24.3921639828}"
85,"Cadomian Terranes","SubductionZone","{'beginMa': 570.0, 'endMa': 540.1}",,,715,"{33.5982921891,0.2559985694},{34.1598584457,0.4956555932},{35.827455528,3.8251205767},{36.4629592071,5.6975698302},{37.5648180342,9.3248537827},{38.2994079592,10.5850428116},{39.1081650312,12.3851398871},{38.7935616226,14.8514427256},{40.150189423,17.3323461826},{40.5353027508,20.0419623817},{39.0167053927,22.4303196987},{38.6551428299,24.1699464599},{38.5965459816,25.7437039847},{38.1766945106,29.619690641},{38.2125582622,31.8159173651},{37.8501203609,33.570601672}"
86,"Aracuai-West Congo-Kaoko SZ","SubductionZone","{'beginMa': 600.0, 'endMa': 570.1}",,,701,"{1.9534805092,8.8487962118},{0.6480006702000001,8.3794892764},{-0.4850429109,8.235931921},{-1.5355614542,8.2131755752},{-2.3826774198000003,7.7055747605},{-2.9670427831,7.6743982663},{-3.3596493859,7.7674859473},{-4.0636260557,8.3413074695},{-4.8875245023,9.2563868116},{-6.04963275,9.7925138545},{-6.9836168863,9.950030011900001},{-7.8861402604,10.3237570629},{-8.8372740676,10.4095622035},{-10.1315041367,10.8357471787},{-11.3031293633,11.5278917215},{-12.317291834,11.6330379591},{-13.3456122594,11.7866578986},{-14.6160940522,11.6137119176},{-16.1478432173,10.7807073982},{-18.1355306678,10.8725207748},{-19.7712628667,11.1879563398},{-20.8947931238,11.5781683184},{-22.0560847403,11.6480452798},{-24.7627294927,11.8798960547}"
87,"Araguaia Belt","SubductionZone","{'beginMa': 615.0, 'endMa': 540.1}",,,206,"{5.2818756651,-47.7545206884},{1.2364775764,-47.3401783534},{0.2178784101,-46.4549227955},{-1.4383002504,-45.5488734829},{-3.984999851,-45.4246035981},{-7.0366893252,-46.3994870166},{-8.1899255546,-46.4264639189},{-9.7120136787,-47.3564606696},{-11.1858758685,-49.2582408762},{-13.3411303693,-50.949019793},{-15.6557037744,-51.7288863112},{-16.3411079755,-52.120669863},{-16.7504712562,-52.4491751788},{-17.1554543774,-52.7152159649},{-17.6971258848,-53.2555375966},{-17.9680433972,-53.5406380054},{-18.1109144706,-54.1305240243}"
88,"SZ Parana Paraguay Belt","SubductionZone","{'beginMa': 570.0, 'endMa': 540.1}",,,22054,"{-16.8909426764,-53.2724257801},{-17.3307919438,-53.635915614},{-18.2430950926,-54.1654138742},{-19.2334048054,-54.0634833515},{-19.9501644267,-54.3740682445},{-20.65831464,-54.9703081334},{-21.1986628245,-55.5983858481},{-21.7509065731,-55.8000944886},{-22.4704501693,-55.9012453053},{-23.1722156858,-56.5073458508},{-23.7689554449,-57.2215968675},{-24.2691250497,-57.8265533185},{-25.0953193822,-58.452575487},{-25.8936516057,-58.2740738974},{-26.8448899894,-58.3585889149}"
89,"SZ_Australia","SubductionZone","{'beginMa': 600.0, 'endMa': 580.1}",,,801,"{-14.5594581103,114.6630179234},{-17.1083184228,118.3642922522},{-18.502398843,120.5953919574},{-18.6097533644,121.9900705448},{-19.5041834698,122.6534880467},{-21.7191990742,123.710988678},{-23.2364499207,126.7564588051},{-24.3887124288,128.802714271},{-24.9588371632,131.1440340381},{-24.8806567396,134.3146039578},{-24.3698823579,137.1160221359},{-26.1804199497,140.5533165607},{-29.217810015,143.8001085903}"
90,"India-Africa","SubductionZone","{'beginMa': 600.0, 'endMa': 580.1}",,,5032,"{13.1575686195,44.1913509574},{13.0283138307,44.6050819114},{12.7539728175,45.5770085571},{12.4872272691,46.4632899639},{11.6556854328,47.5382625409},{10.8126117648,48.1758849848},{9.6599397991,48.0992187495},{8.8720415821,47.913683362},{7.4171834124,47.9899225598},{6.0402450364,48.5568442307},{3.6367721456,48.3664422648},{2.3099831128,47.9426863243},{0.6232936586000001,48.2994104693},{-0.3170928058,47.4535530101},{-1.026080288,46.7295886865},{-1.707161046,46.5409470758},{-2.8116002841,46.8217058173},{-3.4696098881,47.0795856142},{-3.9628877954,47.0600137896},{-4.8832621154,46.5679478165},{-5.8842828998000005,46.2579688762},{-6.8255669145,46.2589821304},{-7.7405404714,46.8002780908},{-8.5621626404,47.4292053499},{-9.2994824387,47.9654615641},{-9.6211329887,48.708486517},{-10.1603212097,48.96059344},{-10.4710023776,48.9951628171},{-10.9013434167,48.8094581113},{-14.9919449167,47.447414297},{-15.9241326912,47.2993727687},{-16.9160234272,47.3012783925},{-20.3404531766,48.4978876118},{-22.4008476544,48.8334327309},{-23.8500027925,48.2975328596},{-26.1238294426,46.5434348763},{-27.936062866,44.3937249701},{-28.7866390653,42.4457940611},{-29.9962035466,38.2831969771},{-31.0113319296,34.996087333},{-31.0216301164,32.0434041165},{-30.9817366771,31.2510568471}"
91,"India-Africa SZ","SubductionZone","{'beginMa': 600.0, 'endMa': 580.1}",,,5031,"{36.5405742643,35.3401522141},{31.9837719473,37.2688785918},{29.3274062663,41.6035431364},{26.5494779372,44.2601074589},{23.7391424579,45.5869155468},{21.6348990797,47.0854925354},{16.3998855632,47.6798788261},{15.725613235600001,47.8139146074},{15.4310577288,48.085028895},{15.1612732557,48.3936998474}"
92,"Mozambique Belt","SubductionZone","{'beginMa': 700.0, 'endMa': 600.1}",,,701,"{8.3195884143,30.9518133399},{7.5872548769,33.4653574011},{7.5299682586,34.8994763143},{7.3353742719,36.1803523838},{7.2868975635,38.3067382135},{6.9348310392,39.2737976779},{5.7050885429000004,39.4298243776},{4.2996658759,38.9735102701},{3.0908715861,37.8956923615},{1.167280365,37.222914765},{-1.2125760497,36.6585151741},{-1.9513214708,36.6155974373},{-2.9153737431,36.5769191287},{-3.9343156865,36.5393899534},{-5.0646308889,36.5040620827},{-6.0200574645,36.6921219867},{-7.7666705138,36.7264240706},{-9.3522848814,36.301620983},{-11.1614743159,35.9920191357},{-12.0703343602,35.6171206521},{-12.929467839600001,35.2514972827},{-13.9617846975,35.2551079201},{-15.4298820254,35.0817714078},{-16.5941395926,34.8419122369},{-18.2195597722,34.9561797981},{-20.1178303766,34.8807695347}"
93,"ANS SZ","SubductionZone","{'beginMa': 700.0, 'endMa': 600.1}",,,5903,"{36.5120655789,29.0854274104},{32.2165920805,30.9456228711},{30.3793425207,31.6629148349},{28.6109389913,32.3407943858},{27.3428015302,32.7177931769},{26.5101129413,32.7677347894},{25.4995630055,33.02969525},{24.4324994638,33.024215784},{23.1643927114,33.1190098707},{22.1070072228,33.4584387743},{21.1740060076,33.6371472986},{20.1466878533,33.6253798526},{19.1711256303,33.8475723458},{17.9809862707,34.40126584},{16.8164463237,35.4498964902},{15.7512499023,35.7940669456},{14.3235216794,36.1261705797},{13.1351929973,36.367030081},{12.1766956681,36.9674545768},{11.1950516747,37.4754615252},{9.9099535956,38.4225769913},{8.4545281652,38.5544706148},{7.6430054356,38.5350136636},{6.6032798549,38.4659803053},{5.5669342719,38.2789195528},{4.653186256,38.8304065517},{3.8538241381000002,38.9730305384},{3.1764605159,39.9090487465},{2.6149796898,40.780228065},{2.1177025588,42.100327251},{1.3318764724,43.0628701329}"
